Column1,Column2,Column3
9ge8uTEMsj,คธาศึกเป็นนักแสดงตลกที่คนชื่นชอบ แต่กลับฆ่าจิธิยาซึ่งเป็นภรรยาเก่าที่กำลังฟ้องหย่า โดยวางแผนจัดฉากอุบัติเหตุรถยนต์จนเธอเสียชีวิต,"[{'คธาศึก':'[5,7]'},{'จิธิยา':'[1]'}]"
pH8FZnAFa9,กลสิทธิ์ไม่เช็คบันไดหนีไฟ ทำให้พนักงานวิ่งหนีไฟตกลงมาเสียชีวิต,"[{'กลสิทธิ์':'[3,7]'}]"
tOkvOtRNBN,จะโรมและไกพลร่วมกันแต่งกลอนเพื่อประกวดในโครงการวันภาษาไทยแห่งชาติ,"[{'จะโรม':'[1]'},{'ไกพล':'[1]'}]"
hMiHsvUxZS,จิตร์นภายิงฆ่าผู้ร่วมงานในงานเลี้ยงโรงแรม ขณะบุกรุกเข้าห้อง VIP กิตติ์รัฐเป็นผู้เข้าร่วมงานบริสุทธิ์,"[{'จิตร์นวย':'[4,5,7]'},{'กิตติ์รัฐ':'[1]'}]"
3ixKEebCxA,จิตสนาขับรถด้วยความเร็วเกินกำหนดจนชน เป็นเหตุให้ผู้โดยสารเสียชีวิต,"[{'จิตสนา':'[3,7]'}]"
pn8uSo635u,กัณฑ์ชาติชิงเงินสดจากร้านค้าด้วยการดึงกระเป๋าจากพนักงาน,[{'กัณฑ์ชาติ':'[2]'}]
O65EYrJvKY,เจริญพาสวางกระถางต้นไม้ไว้บนขอบระเบียงโดยไม่ยึดให้แน่น หล่นใส่จิรัสวดีขณะเดินผ่านจนศีรษะแตก,"[{'เจริญพาส':'[3]'},{'จิรัสวดี':'[1]'}]"
vSm5i9uYOK,กันต์ติชาขโมยเอกสารลับจากบริษัทระหว่างการประชุมใหญ่ และบุกรุกเข้าห้องเซฟ จากนั้นเปิดยิงเจ้าหน้าที่รักษาความปลอดภัย,"[{'กันต์ติชา':'[2,4,5]'}]"
6oTLNp00pF,กีรศักดิ์ขับรถเมาแล้วชนกับรถแท็กซี่ในตรอกแคบ ส่งผลให้เกิดอุบัติเหตุที่ทำให้รถเสียหาย,[{'กีรศักดิ์':'[3]'}]
KE4buG4gyW,เก็จกัญญาณัฐบุกรุกเข้าห้องเรียนในโรงเรียนและขโมยสมุดบันทึกรายชื่อนักเรียนออกไป พร้อมกับเกรียงเพชรบุกเข้ามาใช้มีดข่มขู่คมพินิจที่เป็นครูสอนในโรงเรียน,"[{'เก็จกัญญาณัฐ':'[2,4]'},{'เกรียงเพชร':'[4,5]'},{'คมพินิจ':'[1]'}]"
jNufHFDM55,กรวิกใช้ปืนข่มขู่คู่แข่งในงานประชุมและยิงฆ่าลูกค้า,"[{'กรวิก':'[5,7]'}]"
89UreCyXmY,คมปภพขับรถตัดหน้ากะทันหันจนเกิดอุบัติเหตุรุนแรง ขณะจันทร์ทัยขโมยของจากรถคู่กรณี,"[{'คมปภพ':'[3]'},{'จันทร์ทัย':'[2]'}]"
XrTjx2XdEp,จิตตะวดีประมาทขับรถชนท้ายรถเก็บขยะ ทำให้คนงานบาดเจ็บ ส่วนกัญฐิดาลักของจากท้ายรถที่เสียหาย,"[{'จิตตะวดี':'[3]'},{'กัญฐิดา':'[2]'}]"
oOauw0NEJj,ในงานกัลยาณมิตร ณ สวนสาธารณะ คณารัศขับรถเมาแล้วชนคนเดินเท้า ส่งผลให้ผู้บริสุทธิ์จำนวนมากเสียชีวิต,"[{'คณารัศ':'[3,7]'}]"
Yr9uFuM4Im,จีรเวทอ้างว่าเป็นผู้เชี่ยวชาญลงทุนทองคำ หลอกระดมทุนจากเหยื่อ,[{'จีรเวท':'[6]'}]
0ZPm97MMhs,จิตวัชร์แกล้งเป็นช่างไฟฟ้าเพื่อเข้าบ้านของก้องกิดดากรแล้วแทงเธอด้วยไขควงซ้ำหลายครั้งจนเสียชีวิต,"[{'ก้องกิดดากร':'[1]'},{'จิตวัชร์':'[5,7]'}]"
UdV4mHZGsp,ในงานชุมนุมประชาชนที่อัดแน่น กัลญลักษณ์ลอบบุกรุกเข้าพื้นที่ห้ามเข้าเพื่อขโมยของมีค่า พร้อมทั้งปล้นกระเป๋าจากขวัญรวงที่มาร่วมงาน,"[{'กัลญลักษณ์':'[2,4]'},{'ขวัญรวง':'[1]'}]"
YyBS02atqn,กีจีนขโมยของจากร้านอาหารและฉ้อโกงเงินจากลูกค้าผ่านเว็บไซต์ปลอม,"[{'กีจีน':'[2,6]'}]"
jsbbPPWAfx,จินตณัชใช้ปืนข่มขู่และยิงฆ่าผู้คนในงานเลี้ยงโรงแรม ขณะที่กัณฑ์วรรณขโมยเงินสดจากตู้อัตโนมัติในห้าง,"[{'จินตณัช':'[5,7]'},{'กัณฑ์วรรณ':'[2]'}]"
DX6jCOyJkM,จัดเจนและกรณ์เทพบุกรุกสำนักงานคู่แข่งและขโมยเอกสารลับออกไป,"[{'จัดเจน':'[2,4]'},{'กรณ์เทพบ':'[2,4]'}]"
CWug7rDrmT,คงไครฉ้อโกงเงินจากการขายสินค้าออนไลน์ด้วยเอกสารปลอม,[{'คงไคร':'[6]'}]
MDskLiu9bh,ก้องวรงค์ขโมยของจากรถยนต์ที่จอดในลานจอดหวงห้ามโดยไม่ได้รับอนุญาติด้วยการแอบเข้ามา,"[{'ก้องวรงค์':'[2,4]'}]"
d3uJExju1U,ฆารสินลอบยิงเจ้าหน้าที่สืบสวนจนเสียชีวิต ขณะกัญญานาถชิงทรัพย์ผู้โดยสารบนรถไฟ,"[{'ฆารสิน':'[5,7]'},{'กัญญานาถ':'[2]'}]"
yJbOBPuzlu,แจ่มจิตต์พ่นน้ำมันเครื่องลงพื้นผิวถนนในลานจอดรถโดยไม่ทำความสะอาด ทำให้กัณภัชรลื่นล้มขาหัก,"[{'กัณภัชร':'[1]'},{'แจ่มจิตต์':'[3]'}]"
N1WcPsuKWK,กวิเนตรทิ้งของแข็งจากตึกสูงระหว่างปรับปรุงอาคารโดยไม่ปิดพื้นที่ ทำให้คนที่เดินผ่านถูกฟาดศีรษะเสียชีวิต,"[{'กวิเนตร':'[3,7]'}]"
c4GdUTTiFe,กนกรัตน์วลีใช้ปืนยิงเจ้าหน้าที่ตำรวจจนเสียชีวิต,"[{'กนกรัตน์วลี':'[5,7]'}]"
7eijgHk8Tp,จักรกฤษร์อ้างว่าขายคอร์สติวสอบข้าราชการการันตีสอบติด ส่วนจอมสวรรค์แกล้งเป็นนักเรียนที่สอบติดจริง,"[{'จักรกฤษร์':'[6]'},{'จอมสวรรค์':'[6]'}]"
fWxwvfAvWe,คมดนัยลอบบุกรุกร้านมือถือในตอนกลางคืนและขโมยสมาร์ทโฟนออกจากตู้โชว์,"[{'คมดนัย':'[2,4]'}]"
FzIdHAPYzS,ขาเฮียงบุกรุกเข้าศูนย์การค้าและขโมยสินค้าออกจากตู้อัตโนมัติ,"[{'ขาเฮียง':'[2,4]'}]"
